#{"t_start": 1640864053.790724, "env_id": "Hopper-v3"}
r,l,t
424.247277,156,814.176984
323.346814,132,815.446983
345.306127,135,816.738299
302.946968,127,817.952541
333.740762,134,819.247753
358.027056,135,820.585017
289.864387,126,821.815767
381.793282,145,823.221344
308.988797,127,824.46422
405.561002,146,825.881962
265.229779,116,827.011422
394.932301,147,828.430257
422.41384,148,829.879938
321.26076,134,831.195183
415.73165,148,832.623549
352.035017,142,833.990919
344.451835,137,835.31786
270.736262,115,836.426301
309.80638,129,837.667593
409.624659,145,839.069356
317.122377,131,840.336123
445.155794,159,841.869551
344.053708,136,843.185541
295.119253,124,844.381905
284.57415,118,845.520297
347.970761,134,846.813986
314.540284,127,848.03691
347.312456,133,849.316585
277.075936,120,850.476858
475.973047,170,852.121762
319.996521,128,853.358186
293.114755,123,854.550163
308.36214,127,855.77784
351.74908,133,857.06498
480.888367,168,858.689342
372.007249,138,860.042828
324.608889,129,861.310667
317.503322,125,862.520072
308.290328,124,863.721607
373.071877,139,865.067712
338.50683,131,866.336824
310.559516,124,867.538275
362.414687,135,868.845369
352.444953,134,870.146846
361.979679,136,871.474674
368.902503,137,872.797077
367.565332,137,874.123196
367.953542,137,875.452153
300.966781,122,876.633681
356.829886,135,878.537555
318.287099,128,879.783905
338.987314,130,881.054074
354.359463,134,882.346147
330.26229,128,883.584033
313.355972,125,884.789913
382.03166,139,886.132352
363.082054,136,887.449682
387.110827,142,888.826928
387.862242,142,890.205012
307.821278,124,891.414
388.36303,142,892.785477
385.476617,141,894.147003
385.762646,142,895.521065
388.997786,142,896.892592
296.749498,122,898.072554
392.942873,143,899.460979
405.650729,145,900.86964
345.202436,133,902.155535
388.944157,141,903.521799
398.186245,143,904.936717
329.997288,132,906.233264
354.296466,138,907.576544
331.572307,131,908.839864
496.66206,165,910.438668
401.670901,143,911.825701
372.202284,138,913.157691
427.362862,149,914.594019
614.931673,195,916.479805
520.84196,169,918.112645
379.953279,138,919.455493
398.650383,142,920.869463
402.543438,143,922.254403
437.952251,150,923.707456
545.763907,182,925.465656
405.115168,146,926.876424
440.78263,153,928.356619
555.801918,177,930.065619
338.824508,132,931.358356
519.513455,171,933.008721
300.937802,124,934.205327
540.086254,178,935.923371
524.654551,171,937.57249
547.816406,171,939.222804
412.757389,149,940.685227
523.852163,171,942.352295
533.117488,172,944.015762
513.606281,167,945.626694
442.331115,149,947.064964
420.241635,146,948.477932
446.09795,153,949.969296
434.958526,149,951.412134
434.925821,151,952.875925
504.054643,164,954.459289
438.222969,150,955.910227
288.795866,120,957.06789
423.318438,145,958.467509
509.604463,165,960.066484
510.994424,162,961.643126
462.876236,154,963.123415
486.869304,160,964.682187
318.727761,127,965.910444
421.931246,146,967.31353
485.201642,156,968.818865
282.094486,120,969.988175
280.461338,119,971.143616
388.416154,136,972.453684
279.742248,117,973.576639
277.432998,118,975.199697
289.234313,117,976.32864
379.655214,140,977.674089
281.68006,117,978.797591
299.706203,123,979.986663
294.232355,120,981.142479
201.064798,88,981.988148
271.370849,115,983.092939
336.355296,129,984.333719
476.126588,167,985.936694
441.374009,148,987.363607
527.861443,169,988.988783
357.75853,138,990.342463
383.396702,141,991.735636
719.679643,224,993.950051
618.711067,199,995.875673
835.760336,260,998.37303
888.202596,269,1000.983009
1248.650436,394,1004.788417
268.266911,128,1006.020641
1706.918774,637,1012.148182
783.583504,333,1015.322948
122.220256,66,1015.957672
345.814791,175,1017.628364
413.61148,152,1019.080666
658.295503,240,1021.416897
337.353607,170,1023.041543
648.355115,278,1025.714776
897.60736,324,1028.834996
606.392442,188,1030.645803
588.448052,212,1032.67913
555.059277,205,1034.642869
447.13287,178,1036.345205
743.986871,231,1038.556489
684.719472,213,1040.631992
311.511081,131,1041.894027
278.068577,126,1043.10323
789.864596,256,1045.549035
565.860239,192,1047.381661
260.162426,117,1048.50215
556.060608,188,1050.30391
677.884787,223,1052.444712
510.070643,181,1054.181781
505.778936,194,1056.032571
671.219767,230,1058.242461
566.554106,189,1060.067276
522.080877,189,1061.91157
715.725264,248,1064.290977
515.708853,168,1065.895371
747.928389,235,1068.131223
558.151237,169,1069.762648
550.613708,170,1071.403103
502.327946,165,1073.820913
526.61655,176,1075.499074
525.825503,166,1077.09848
498.97415,163,1078.666759
488.765662,162,1080.220766
492.679339,161,1081.762049
543.633421,167,1083.36047
506.379473,164,1084.933086
529.285071,161,1086.470423
658.567988,185,1088.237525
555.585213,174,1089.924836
544.417372,176,1091.657966
631.551881,185,1093.429384
635.571296,185,1095.196121
531.465236,159,1096.724844
646.220957,186,1098.504577
663.684161,192,1100.382579
662.315251,192,1102.232234
557.118907,175,1103.898049
657.08125,192,1105.730327
545.63165,164,1107.293833
542.635246,177,1108.984878
641.854926,188,1110.80249
624.625493,190,1112.654627
530.421617,170,1114.31971
542.036103,173,1116.005946
545.006534,175,1117.720114
664.350996,199,1119.66474
674.061014,209,1121.701245
709.147009,225,1123.882171
701.352017,228,1126.095584
705.284169,221,1128.244187
731.962125,232,1130.526061
835.107644,265,1133.100323
956.162321,304,1135.987035
1154.606251,370,1139.504677
920.242461,296,1142.341445
734.256092,228,1144.533375
1186.751147,390,1148.23682
665.337719,226,1150.396662
923.709189,300,1153.249432
840.387486,266,1155.779727
679.712643,219,1157.862656
556.409279,183,1159.608022
676.628485,215,1161.682405
666.548484,211,1163.685528
688.985838,225,1165.847076
458.734116,157,1167.343943
396.730435,141,1169.32891
642.411168,195,1171.220362
318.679578,121,1172.369779
392.243033,141,1173.713133
338.873303,126,1174.911993
365.191129,131,1176.167233
330.70758,123,1177.349721
334.184593,124,1178.534766
385.313127,135,1179.830411
499.342764,161,1181.416109
348.41099,128,1182.636351
366.399654,131,1183.94442
460.477009,152,1185.428901
618.975782,198,1187.34767
573.279687,181,1189.122601
459.306388,151,1190.590357
367.506304,133,1191.882513
473.73275,154,1193.376341
371.603784,133,1194.664605
322.120609,121,1195.836804
397.086507,140,1197.21256
521.811795,165,1198.811267
524.347946,167,1200.43684
316.650422,121,1201.624285
384.339843,137,1202.947177
330.26731,125,1204.155551
334.8966,126,1205.378048
473.066496,156,1206.889796
479.059547,157,1208.413203
448.13978,150,1209.878554
369.179743,133,1211.175088
619.476053,193,1213.034534
486.433551,159,1214.570401
523.856265,170,1216.213752
633.323129,203,1218.173558
534.707447,174,1219.84066
474.060437,156,1221.358714
632.806247,204,1223.307282
460.289203,155,1224.785632
947.297857,296,1227.614703
615.870234,196,1229.489912
695.39776,221,1231.615949
792.055686,251,1234.020965
1264.392971,400,1237.839031
942.085714,297,1240.683578
940.911197,298,1243.542279
912.15651,288,1246.299638
348.327867,131,1247.550681
594.788726,199,1249.468879
613.316835,203,1251.446192
613.552551,197,1253.336362
601.044144,201,1255.267942
629.475725,196,1257.144282
614.483166,201,1259.069761
655.940585,208,1261.091095
656.804202,216,1263.16072
671.754228,210,1265.179309
621.65175,196,1267.938206
571.383678,174,1269.616965
347.701994,130,1270.881083
600.116683,185,1272.657053
600.942567,195,1274.532613
607.042126,185,1276.302508
559.952627,193,1278.155226
564.607526,198,1280.060663
708.340325,240,1282.382666
923.475019,296,1285.215306
585.709068,195,1287.077671
511.743759,186,1288.857044
810.337947,259,1291.346719
709.618605,230,1293.54505
723.070813,233,1295.771441
542.282174,195,1297.636404
792.884822,250,1300.064923
680.64805,214,1302.121872
710.897574,230,1304.319619
247.344646,104,1305.312606
562.668054,191,1307.146183
695.316942,230,1309.390171
613.367484,199,1311.329522
665.326644,204,1313.280873
715.605224,226,1315.440733
696.071229,206,1317.405769
627.236706,194,1319.262205
612.274753,196,1321.152727
606.775717,193,1322.991678
598.9111,200,1324.908627
901.731535,278,1327.553772
765.840445,245,1329.897996
701.657631,220,1332.033319
794.549667,235,1334.290848
265.967386,135,1335.58958
906.496955,285,1338.341111
909.128435,279,1341.038536
761.425285,246,1343.388065
762.752807,233,1345.611814
245.110086,124,1346.798084
42.466622,34,1347.124161
250.683982,128,1348.34386
34.320953,29,1348.62077
29.006401,26,1348.869416
254.524437,127,1350.091619
244.546056,130,1351.346692
252.75023,126,1352.557052
884.963197,276,1355.216022
233.499433,122,1356.381121
811.624436,255,1358.8257
61.282056,45,1359.257026
150.226942,96,1360.192538
235.272445,122,1361.372448
248.04985,125,1363.83546
175.354654,100,1364.793132
173.736966,96,1365.717068
251.835273,126,1366.923844
254.281512,127,1368.139144
235.805627,122,1369.30968
236.226527,123,1370.50674
25.432727,24,1370.739957
1005.461439,335,1373.950273
219.785375,125,1375.144952
186.869217,115,1376.245081
263.586486,132,1377.513601
235.997206,122,1378.687048
243.144343,123,1379.882194
259.806886,130,1381.145075
968.703944,345,1384.442943
759.139282,257,1386.902082
268.357916,134,1388.184338
280.033061,132,1389.452603
280.605204,132,1390.743263
723.410895,242,1393.063379
288.990645,133,1394.336291
819.671487,291,1397.289426
263.018609,117,1398.428797
816.059496,247,1400.829542
881.882744,277,1403.516379
1110.703343,349,1406.910483
898.772002,279,1409.618737
892.088179,292,1412.478355
701.734205,217,1414.57361
670.162132,231,1416.797772
1190.258432,369,1420.396983
894.58878,299,1423.295255
912.502945,299,1426.190456
804.37732,262,1428.719262
914.669052,296,1431.594222
971.072462,317,1434.655961
881.84025,278,1437.336494
1029.280786,318,1440.419458
647.900881,209,1442.433991
783.427114,235,1444.686613
721.625563,233,1446.928542
778.529256,242,1449.247826
699.044947,220,1451.368663
675.990743,212,1453.391973
767.566341,229,1455.634121
664.889638,214,1457.719695
671.291334,212,1459.793038
685.969259,220,1462.959407
672.136502,208,1464.957412
584.87193,183,1466.707734
573.864422,180,1468.459369
708.597102,205,1470.447292
524.004175,170,1472.087718
678.450331,207,1474.086623
649.386136,203,1476.085447
639.818469,201,1478.024345
522.372703,170,1479.673868
683.593082,198,1481.62678
575.55484,182,1483.386485
667.760156,208,1485.391138
696.952924,210,1487.426515
674.774066,204,1489.402611
701.017931,208,1491.44585
612.45936,187,1493.253647
702.936373,214,1495.325455
692.912108,210,1497.358293
669.492869,201,1499.30463
646.206913,202,1501.282685
673.620192,195,1503.170246
639.159404,194,1505.048357
708.239595,213,1507.112568
597.912019,200,1509.053707
709.390362,222,1511.245109
746.216433,247,1513.635305
721.231015,257,1516.123264
696.87495,231,1518.357965
995.351321,1000,1528.000476
1001.085019,1000,1537.62494
505.590452,478,1542.232585
831.768762,336,1545.451793
769.837056,264,1547.976069
885.184275,273,1550.605996
853.407618,268,1553.165843
722.96607,236,1555.429413
1421.677576,443,1560.723681
625.658891,197,1562.611463
639.813878,202,1564.547769
690.414233,216,1566.622779
866.468646,275,1569.254002
760.190787,232,1571.500222
791.98819,239,1573.782909
979.826391,307,1576.71732
711.075131,220,1578.822292
714.441654,221,1580.95579
679.177769,211,1582.985487
788.117336,245,1585.333903
675.301219,223,1587.475065
791.960512,236,1589.736704
883.657746,287,1592.508042
1115.091014,364,1595.989915
889.596722,291,1598.774065
1114.751073,366,1602.304524
1259.526818,404,1606.15167
1344.081671,422,1610.190796
1033.76198,313,1613.201597
840.916728,278,1615.863059
1770.167007,567,1621.311388
764.020599,233,1623.543355
1164.606127,367,1627.051615
988.385049,301,1629.939996
990.122081,353,1633.329327
1348.690947,440,1637.528205
1005.147006,320,1640.602345
907.063371,317,1643.643718
993.038698,292,1646.438514
2650.830621,849,1654.587249
1194.860739,377,1659.909393
770.593339,230,1662.120036
2092.621592,691,1668.72912
763.063912,240,1671.050322
837.815934,286,1673.809687
2056.200955,674,1680.374782
925.418484,284,1683.140722
692.175052,225,1685.323695
1097.211129,370,1688.890057
1125.509146,363,1692.35453
824.651328,268,1694.905148
788.80697,235,1697.137321
1171.206624,383,1700.798744
1192.80533,412,1704.727069
764.971822,241,1707.025851
1617.21789,513,1711.935563
35.992575,28,1712.203612
717.483522,222,1714.3241
42.402876,32,1714.631412
738.791309,236,1716.890064
742.035162,229,1719.075494
762.189763,238,1721.379115
709.672224,222,1723.498372
723.533239,220,1725.59418
776.572519,241,1727.903037
793.601757,238,1730.20021
1176.54111,354,1733.617728
789.386298,234,1735.860811
1234.338775,395,1739.632921
1806.311659,550,1744.898796
2416.212181,751,1752.103106
904.453851,289,1756.217026
1375.628703,397,1760.024387
1093.969519,323,1763.124789
1400.856974,415,1767.080567
1267.083801,377,1770.68346
1046.593965,321,1773.763768
1186.950563,355,1777.166546
1145.869791,340,1780.491874
1017.424951,312,1783.493867
1076.029233,322,1786.553082
1007.857227,302,1789.436366
1272.411803,378,1793.06077
1198.04304,359,1796.483437
1085.300086,318,1799.526932
686.939854,225,1801.691028
716.542713,231,1803.905996
810.165168,252,1806.311614
1202.474297,358,1809.74223
816.073578,253,1812.170593
1884.138366,537,1817.292407
1352.270757,413,1821.259266
1174.640303,351,1824.596661
1858.171876,557,1829.897192
1007.078881,302,1832.796345
999.762626,308,1835.737989
954.311055,291,1838.515921
1035.175228,304,1841.445718
1008.889812,298,1844.294375
843.401062,253,1846.703745
988.536167,290,1849.481869
759.979877,231,1852.93689
953.322974,288,1855.687449
988.354383,293,1858.476735
936.969068,276,1861.127
741.062958,222,1863.244775
803.508701,241,1865.545206
683.033472,211,1867.56285
833.710665,244,1869.895525
881.114192,258,1872.364079
985.767959,293,1875.15499
970.838499,284,1877.877904
922.333071,270,1880.477376
1209.869715,339,1883.721166
1124.565929,346,1887.02616
1530.318828,487,1891.687455
1214.583202,352,1895.0427
1003.700752,297,1897.889309
841.500054,248,1900.286873
1574.610868,466,1904.739738
1507.422019,460,1909.129818
755.146982,225,1911.314633
1020.014599,307,1914.240172
2588.227847,772,1921.635961
814.457898,235,1923.882127
724.642129,216,1925.947097
837.444727,242,1928.255997
697.344285,210,1930.258528
869.324496,255,1932.710422
948.731246,281,1935.3936
777.339458,227,1937.56268
999.534274,289,1940.342499
696.002792,214,1942.391507
879.735225,253,1944.814992
855.156406,250,1948.370247
841.133951,245,1950.731091
847.963111,246,1953.080833
875.696374,251,1955.471657
601.00875,191,1957.291101
1129.689461,318,1960.370357
860.183536,249,1962.752826
1004.010622,299,1965.604207
689.398385,215,1967.64689
821.266733,239,1969.954024
3195.963395,1000,1979.516941
836.808275,245,1981.889619
770.449493,231,1984.09828
905.496166,267,1986.648895
983.279197,288,1989.401543
1317.318939,373,1992.994869
838.422295,242,1995.301343
855.679657,246,1997.659702
862.156234,253,2000.085036
949.427369,272,2002.693298
2724.836954,802,2010.42989
954.750679,267,2012.983166
923.500404,264,2015.498256
1045.508358,297,2018.323587
746.376916,218,2020.420471
919.883963,267,2022.975874
1226.990109,349,2026.308074
1982.96726,587,2031.949867
907.651966,258,2034.417282
1286.650014,365,2037.901662
971.550794,282,2040.61355
896.211117,260,2043.128495
910.784754,265,2046.762585
903.467319,259,2049.232949
844.858835,241,2051.588727
932.515803,268,2054.147419
920.39347,264,2056.6624
975.993734,282,2059.354402
3247.782254,1000,2068.940435
1119.267741,333,2072.141201
1395.400416,425,2076.197973
973.101987,288,2078.947739
1263.110836,366,2082.47231
1674.992372,483,2087.083594
2365.137775,668,2093.744712
1862.008808,535,2098.921529
1570.361467,440,2103.232087
3261.769169,1000,2112.952911
1356.790141,372,2116.564259
1247.54055,346,2119.935476
3205.387661,1000,2129.658206
1763.51142,524,2134.772702
2271.116131,692,2141.482757
