#{"t_start": 1642060555.440224, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
675.0,3582,3549.461279
385.0,2912,3568.370202
435.0,3576,3581.621371
655.0,3410,3600.846368
520.0,3288,3619.520607
245.0,2168,3627.985758
570.0,4125,3652.243498
150.0,2714,3662.128
285.0,3448,3680.064559
370.0,3322,3701.610243
600.0,4918,3727.372602
510.0,3772,3741.28021
395.0,2846,3758.628857
495.0,3514,3782.618705
515.0,3880,3797.42398
805.0,4340,3822.55408
525.0,3558,3844.798151
480.0,4060,3865.535578
300.0,2536,3874.500735
375.0,2752,3892.594464
115.0,1558,3897.974007
450.0,3340,3917.156506
575.0,4520,3943.776565
600.0,4772,3970.370299
295.0,2334,3980.192172
470.0,3740,4004.227741
295.0,2472,4013.305706
440.0,2878,4034.946543
475.0,3692,4057.338815
350.0,2456,4067.458136
365.0,2596,4086.468386
745.0,4324,4102.030309
415.0,3082,4121.639503
155.0,2078,4129.201888
200.0,2098,4146.316641
720.0,3864,4171.192258
205.0,2370,4180.013698
425.0,2920,4202.15637
515.0,3396,4214.365953
485.0,3290,4236.958214
700.0,3542,4259.033409
135.0,1920,4266.142545
525.0,3653,4288.871191
575.0,3822,4312.662629
600.0,3948,4328.848091
375.0,2828,4347.215477
435.0,2784,4357.828982
865.0,3950,4381.960122
515.0,3715,4405.368377
410.0,2726,4414.92539
200.0,2106,4429.015503
600.0,4810,4456.980592
565.0,2548,4465.991878
310.0,2342,4481.198038
315.0,2798,4491.470321
395.0,2922,4511.755953
500.0,3138,4532.510519
470.0,4280,4548.290129
275.0,2560,4563.418593
545.0,3364,4585.312943
220.0,1834,4592.10301
195.0,2078,4599.431636
445.0,3722,4621.538888
605.0,3022,4641.187239
475.0,3804,4655.386947
365.0,2614,4672.331048
515.0,3770,4695.311025
275.0,2626,4704.293133
490.0,2812,4720.853175
360.0,2594,4729.690912
395.0,3388,4746.19751
775.0,3926,4769.221586
665.0,3984,4784.794551
650.0,2552,4804.27207
470.0,3494,4824.423486
415.0,2872,4834.879131
375.0,2552,4851.520932
300.0,2324,4859.466418
400.0,3116,4879.616476
470.0,3900,4903.240791
290.0,2544,4911.887106
515.0,3996,4936.148314
490.0,3634,4956.722273
640.0,3106,4967.774892
310.0,2728,4986.071022
415.0,2942,4998.09926
350.0,2410,5017.103218
490.0,3402,5028.981348
840.0,3911,5052.056386
490.0,3926,5076.66507
245.0,2422,5085.286827
540.0,3450,5106.651793
510.0,3142,5127.411481
500.0,3058,5138.400257
525.0,3875,5160.945862
545.0,4112,5185.530102
615.0,2504,5194.514072
230.0,2006,5211.988448
515.0,3456,5233.566559
160.0,1438,5238.792883
345.0,3032,5249.498912
545.0,3918,5271.906565
650.0,3470,5294.336456
535.0,3354,5316.014443
330.0,2654,5327.008638
270.0,2206,5334.703385
495.0,2648,5353.962929
320.0,2188,5361.860089
565.0,2448,5378.486521
630.0,2784,5388.172999
555.0,3570,5412.140047
675.0,3904,5436.139229
495.0,3378,5459.978874
525.0,3399,5472.782723
525.0,3898,5498.062841
345.0,2690,5514.684946
520.0,3525,5527.678514
540.0,2966,5546.69951
470.0,3806,5570.026414
385.0,2786,5580.235782
540.0,3542,5602.035127
480.0,4002,5626.094947
510.0,3838,5640.088565
390.0,2970,5658.646658
305.0,2916,5679.538872
500.0,3782,5692.811602
500.0,2914,5712.690617
605.0,3752,5737.357781
745.0,4207,5752.138853
680.0,3458,5774.007423
530.0,4020,5798.289959
490.0,3420,5816.731946
425.0,2286,5825.084478
490.0,2056,5833.117232
700.0,3894,5856.896856
730.0,3824,5878.523539
310.0,3130,5898.583022
640.0,3212,5910.605371
550.0,4216,5931.831561
515.0,3541,5951.205819
170.0,1902,5957.709059
970.0,4208,5979.744907
910.0,6674,6009.927329
555.0,4016,6033.362654
425.0,3460,6056.154324
845.0,4732,6083.370478
555.0,3592,6096.276806
585.0,3404,6118.959681
575.0,3616,6140.265213
305.0,2372,6148.716085
420.0,2796,6166.80906
330.0,2574,6175.766476
525.0,3972,6201.486915
670.0,4052,6227.853279
700.0,4062,6252.254645
365.0,3314,6263.666655
1000.0,3908,6287.108163
465.0,3694,6308.849142
550.0,3110,6327.067466
295.0,2378,6335.032073
260.0,2336,6344.498804
420.0,3208,6365.333142
255.0,2166,6383.851019
520.0,3876,6400.227097
480.0,3568,6423.538843
420.0,3658,6449.23798
550.0,3264,6460.91331
335.0,2906,6480.487942
445.0,3178,6501.43141
570.0,4350,6517.227423
440.0,3150,6536.976578
770.0,3871,6561.387482
600.0,4292,6585.845603
485.0,3666,6598.852446
1070.0,6830,6642.208541
510.0,3812,6655.822617
675.0,3778,6678.553114
380.0,2570,6697.305907
490.0,2980,6707.262002
510.0,3386,6726.797178
580.0,3714,6749.859148
545.0,3520,6762.077847
410.0,2580,6778.630764
390.0,3372,6801.506156
695.0,4042,6817.75524
495.0,3286,6838.012916
575.0,3786,6864.293297
580.0,4198,6890.009956
600.0,4408,6904.502049
575.0,3358,6926.481987
