#{"t_start": 1642060556.644088, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
550.0,2698,3968.906052
395.0,2574,3979.874197
435.0,3150,4000.432766
355.0,2580,4011.248336
630.0,4272,4037.476764
265.0,2122,4054.234787
490.0,3254,4067.018545
345.0,2736,4087.00222
755.0,3747,4100.447254
465.0,4240,4124.227859
340.0,2736,4143.63092
450.0,3762,4168.736239
485.0,3912,4182.733585
410.0,3918,4208.941849
415.0,3100,4231.125403
775.0,4054,4254.4124
495.0,3990,4270.883577
355.0,3198,4290.117333
675.0,3804,4314.565484
515.0,3822,4329.82557
395.0,3306,4349.902549
680.0,3496,4373.325368
350.0,3084,4384.249649
315.0,2436,4402.6335
540.0,3770,4422.718726
510.0,2434,4431.558142
325.0,2332,4450.234976
240.0,2056,4457.739561
425.0,3240,4476.319854
620.0,3050,4487.259989
700.0,3292,4509.565923
450.0,3644,4532.139573
570.0,4380,4547.555645
450.0,2664,4562.898507
425.0,2896,4583.544329
605.0,3172,4594.721239
150.0,1828,4609.931618
315.0,2402,4618.619346
380.0,2930,4638.024921
500.0,2640,4648.180177
525.0,3184,4667.199436
545.0,3693,4679.975058
495.0,3842,4703.15466
530.0,3870,4723.21063
570.0,3954,4741.6332
555.0,3700,4755.336481
435.0,3380,4776.754914
770.0,4256,4802.952125
490.0,3356,4822.828355
460.0,3194,4834.147634
495.0,3074,4852.601872
570.0,3474,4874.153283
430.0,2962,4884.598301
455.0,3420,4906.212694
310.0,2176,4914.126673
520.0,3748,4936.874021
465.0,3068,4955.482119
305.0,2350,4964.127344
355.0,3076,4983.806413
505.0,2548,4993.794611
390.0,3034,5014.887067
480.0,4012,5038.581176
525.0,4300,5054.582376
340.0,2542,5073.625496
540.0,3628,5095.420275
735.0,4698,5120.352255
515.0,3494,5134.165196
455.0,2568,5152.470617
635.0,3556,5166.289019
415.0,2360,5183.029341
465.0,3570,5206.011337
745.0,4050,5221.138201
405.0,2706,5239.837285
500.0,3680,5261.743287
920.0,3834,5275.577642
515.0,3508,5299.111241
585.0,3718,5321.231538
475.0,3528,5344.909422
260.0,2532,5353.473459
295.0,2524,5370.502282
545.0,3538,5383.264815
220.0,2104,5401.816553
520.0,3516,5414.427183
350.0,2826,5433.944121
455.0,3196,5457.331709
600.0,4148,5472.612449
600.0,3780,5498.173352
335.0,2700,5514.902308
520.0,3420,5527.522506
685.0,3652,5548.84694
540.0,3354,5570.412857
340.0,3548,5583.126079
425.0,3246,5604.18965
290.0,2460,5622.304554
970.0,3740,5635.942312
290.0,2350,5652.697083
645.0,3966,5676.993915
195.0,1960,5684.076903
660.0,3798,5706.519002
260.0,2380,5715.237761
665.0,3558,5739.363294
545.0,3688,5761.591507
275.0,2398,5769.766305
305.0,2680,5789.726876
385.0,2708,5798.993876
350.0,3108,5816.590537
470.0,3364,5828.192991
610.0,3426,5851.802536
575.0,4129,5874.579175
520.0,3362,5895.272462
215.0,2656,5904.516188
515.0,3300,5923.300218
510.0,3548,5935.838256
470.0,4116,5957.321616
785.0,3590,5976.697956
800.0,4574,5999.069777
600.0,4294,6023.792652
535.0,3781,6037.268106
330.0,2766,6057.262487
515.0,3440,6079.973215
335.0,2322,6088.073013
525.0,3012,6109.756707
455.0,3364,6121.488553
570.0,4134,6144.564702
755.0,3709,6166.527757
580.0,3532,6189.778014
680.0,2962,6200.585053
390.0,2854,6221.89009
190.0,1854,6229.129416
315.0,2408,6247.716034
275.0,2102,6254.884996
645.0,3174,6275.276392
540.0,3667,6289.057071
575.0,3345,6308.572255
580.0,3384,6327.975443
555.0,3332,6339.478881
605.0,3800,6363.866519
340.0,2472,6383.14409
580.0,4274,6401.101654
465.0,3218,6423.521753
1230.0,6912,6460.379396
550.0,3656,6482.9545
665.0,2349,6500.832068
555.0,3642,6514.162989
340.0,3220,6534.226146
465.0,3258,6555.671666
130.0,1848,6562.619604
465.0,3346,6584.267257
240.0,2026,6591.05934
465.0,3040,6611.891579
520.0,3646,6625.206064
290.0,2610,6642.984984
290.0,2382,6651.412507
375.0,2794,6670.662661
800.0,4120,6694.899509
715.0,3386,6706.985987
600.0,4222,6729.173862
410.0,3292,6750.565109
690.0,3636,6770.852622
550.0,3784,6783.792988
550.0,3158,6806.629342
555.0,3878,6830.429985
450.0,3352,6844.381288
250.0,1956,6861.941437
365.0,2688,6871.831225
475.0,2706,6891.91168
780.0,3551,6903.408291
550.0,4054,6927.526241
