#{"t_start": 1642060555.1386566, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
145.0,2042,1709.719019
340.0,2880,1729.570657
255.0,2168,1737.364076
445.0,3412,1758.018619
225.0,2148,1766.036601
120.0,1822,1772.873901
380.0,2856,1793.854729
440.0,3654,1814.595764
125.0,2012,1821.722776
480.0,3424,1845.483512
715.0,3634,1858.918071
570.0,4136,1882.824626
450.0,3560,1901.931308
205.0,1984,1910.740041
760.0,5512,1935.485652
385.0,2716,1952.418926
270.0,2678,1973.346285
440.0,3564,1985.755031
340.0,3518,2002.073704
155.0,2270,2011.250726
260.0,2412,2025.715254
115.0,1242,2029.859828
180.0,2096,2048.712619
190.0,1854,2054.970549
300.0,3118,2066.092907
425.0,3762,2087.985322
225.0,2194,2104.232256
255.0,2104,2111.76427
135.0,1416,2116.90474
230.0,1986,2132.556762
250.0,2162,2140.366776
325.0,2814,2160.05821
315.0,3280,2172.040287
125.0,1354,2187.019341
260.0,2398,2195.969136
285.0,2490,2214.252138
235.0,2272,2222.138692
345.0,2710,2239.140247
415.0,3076,2250.488682
510.0,3656,2273.204167
530.0,3200,2286.111214
745.0,4281,2311.113283
445.0,3532,2333.85985
415.0,2852,2354.718081
330.0,2538,2365.592304
460.0,2452,2380.469759
240.0,2192,2390.873285
410.0,2390,2398.958536
530.0,2802,2418.573535
300.0,2968,2436.956815
350.0,2742,2447.177222
495.0,3630,2468.790031
495.0,4014,2493.534726
420.0,2566,2503.073561
325.0,2620,2520.528551
365.0,2364,2529.653822
715.0,4052,2552.066125
480.0,3830,2571.94237
675.0,3996,2589.018479
315.0,2506,2605.8515
415.0,3344,2625.955025
570.0,3919,2639.496034
395.0,2919,2658.716162
350.0,3030,2677.078843
490.0,3988,2691.269761
210.0,2380,2708.548292
675.0,3384,2729.867267
320.0,2804,2739.668532
210.0,2066,2747.0789
430.0,3558,2770.578856
250.0,2346,2787.17925
325.0,3092,2797.58883
550.0,4372,2821.653952
600.0,4128,2845.021003
365.0,2996,2862.642689
330.0,2556,2870.746952
450.0,2823,2889.180546
555.0,3493,2901.54802
230.0,2368,2916.368607
245.0,2268,2923.805067
230.0,2698,2940.652661
330.0,2686,2949.613244
380.0,2752,2965.223663
600.0,4326,2989.951337
585.0,3056,3000.549586
560.0,3794,3021.835793
450.0,3330,3042.830596
615.0,3902,3057.151824
515.0,2902,3075.304092
240.0,2504,3084.077962
730.0,3770,3103.201818
500.0,2786,3123.351469
460.0,2696,3132.42926
435.0,3258,3150.96864
365.0,2558,3159.924072
585.0,3126,3180.395013
320.0,2394,3198.863312
470.0,3332,3210.293801
720.0,4128,3231.026245
515.0,4194,3256.012882
270.0,2522,3264.897646
420.0,2727,3282.450665
450.0,3814,3304.118427
230.0,2094,3311.311518
490.0,3464,3331.416638
405.0,3064,3342.234847
445.0,3376,3362.05214
525.0,3980,3383.223827
545.0,3743,3409.544757
275.0,2830,3419.683704
360.0,3004,3438.695583
385.0,2922,3448.847787
540.0,3634,3470.039754
255.0,2250,3478.609158
125.0,1532,3493.211877
235.0,2760,3502.663691
320.0,2916,3520.930246
520.0,3796,3541.723136
360.0,3010,3553.060255
405.0,3040,3572.319072
525.0,4062,3594.208403
495.0,3404,3606.388483
440.0,3216,3625.244669
800.0,5208,3653.324532
415.0,2878,3664.190364
350.0,2822,3679.985084
700.0,3758,3702.64714
325.0,2630,3712.137376
470.0,3362,3732.698857
495.0,3826,3753.467006
475.0,2998,3764.290355
295.0,2708,3785.300051
695.0,3956,3810.580173
370.0,2812,3819.932828
440.0,3826,3843.251237
585.0,5021,3867.625749
600.0,4110,3890.155494
505.0,3528,3902.596774
330.0,3382,3922.683639
335.0,2413,3940.373495
365.0,2970,3951.978356
380.0,3550,3976.003826
120.0,1590,3981.675272
340.0,3576,4004.761243
495.0,3940,4030.51691
405.0,2900,4041.321464
645.0,3614,4064.270458
445.0,3272,4085.57504
460.0,4012,4100.410745
430.0,4619,4125.677127
665.0,4730,4152.694836
480.0,2696,4173.357708
325.0,2656,4182.785532
605.0,3948,4208.995515
555.0,2968,4230.876656
515.0,3916,4245.975919
465.0,3262,4266.052144
80.0,1212,4271.916934
515.0,3816,4293.216637
565.0,3804,4317.594928
555.0,4330,4343.236484
555.0,4056,4358.204993
260.0,2546,4377.722233
330.0,2516,4386.126365
450.0,2664,4405.731761
415.0,3168,4423.632348
695.0,3718,4436.72931
365.0,2976,4458.491276
295.0,2638,4467.76058
290.0,2228,4482.705497
475.0,3106,4493.738906
525.0,4206,4518.856503
470.0,3748,4541.965588
320.0,2384,4556.486584
300.0,2806,4566.209798
495.0,3140,4587.532786
265.0,2118,4594.99931
255.0,2216,4612.282089
385.0,2792,4621.946692
695.0,3242,4642.199028
480.0,3610,4655.898092
235.0,1894,4670.463647
380.0,2826,4679.969167
685.0,3316,4701.785501
205.0,1772,4707.624083
450.0,3328,4725.281003
420.0,3286,4742.154184
495.0,4064,4756.698572
725.0,3203,4777.680874
345.0,2413,4797.178655
360.0,2588,4806.303647
240.0,2390,4822.632497
405.0,2690,4832.039297
700.0,4010,4853.932315
155.0,1978,4861.053782
400.0,2680,4879.555471
250.0,2442,4888.104805
715.0,3416,4909.712985
315.0,2586,4919.370041
355.0,2776,4938.407589
630.0,2766,4956.263897
700.0,3696,4969.366808
415.0,2984,4989.751656
300.0,2748,4999.960472
235.0,1746,5016.159631
505.0,3776,5029.569225
270.0,2796,5048.844164
265.0,2062,5057.147468
515.0,3628,5079.817559
720.0,3615,5101.726409
175.0,1966,5108.027849
700.0,3398,5130.029799
515.0,3732,5152.343393
345.0,2662,5161.558275
425.0,2282,5179.929682
1340.0,5472,5209.230692
720.0,3300,5221.95736
635.0,3274,5242.600987
465.0,3036,5262.382328
185.0,2148,5269.782591
335.0,2920,5289.695056
835.0,4018,5305.074887
650.0,3374,5327.487689
460.0,3426,5349.305272
350.0,2750,5359.764851
405.0,3214,5378.852051
665.0,3374,5401.705093
165.0,1846,5408.577476
670.0,3458,5430.122772
475.0,3604,5443.06074
685.0,3700,5469.27408
395.0,3324,5492.528511
515.0,3376,5504.148998
645.0,3264,5523.758847
545.0,3720,5545.224164
435.0,4086,5569.710211
260.0,2088,5577.106265
535.0,3364,5598.442479
460.0,2798,5608.866043
580.0,3708,5631.435733
340.0,2658,5640.774318
145.0,1892,5656.058666
190.0,2300,5664.008394
645.0,3522,5686.980056
280.0,2474,5695.237125
200.0,1898,5711.374333
470.0,2498,5720.489332
535.0,3016,5742.436007
310.0,2696,5751.788186
650.0,3608,5774.005302
390.0,3120,5795.010153
1300.0,8844,5843.713158
745.0,3861,5857.573993
520.0,2752,5875.911778
515.0,3880,5898.439835
700.0,3814,5912.503239
170.0,1708,5924.789955
230.0,2008,5931.87406
295.0,2904,5948.618903
715.0,4077,5963.132328
285.0,2314,5978.913604
415.0,2876,5988.530777
330.0,2748,6004.263153
530.0,4243,6029.391718
730.0,4026,6053.528378
185.0,2064,6060.73077
605.0,2633,6079.522915
350.0,2442,6089.347099
395.0,2722,6109.634198
600.0,4424,6125.672157
430.0,2676,6143.684846
220.0,2270,6151.318884
535.0,3372,6171.998607
570.0,3153,6194.771377
600.0,3484,6208.26314
490.0,3988,6232.848653
325.0,2098,6250.023531
775.0,3358,6262.008304
185.0,1942,6278.233684
390.0,3074,6288.595467
950.0,3660,6310.84093
600.0,4126,6332.552574
280.0,2698,6342.841106
495.0,3660,6365.354011
850.0,6570,6401.657631
580.0,3749,6426.555661
780.0,5152,6457.203445
360.0,3440,6478.766459
570.0,3703,6501.050964
360.0,2530,6510.435992
595.0,3298,6531.219345
545.0,3652,6544.502135
655.0,3100,6565.545845
460.0,3780,6588.217142
570.0,3235,6599.561227
335.0,2286,6618.650964
500.0,3018,6628.772008
710.0,3932,6651.327755
745.0,4662,6677.287938
425.0,2590,6696.196552
170.0,1832,6702.841063
550.0,3514,6722.053168
305.0,1908,6728.966949
695.0,5366,6757.544544
520.0,3060,6775.857271
440.0,3194,6786.877288
570.0,3767,6813.516048
525.0,3616,6835.169316
415.0,2976,6846.867973
365.0,2485,6866.819925
460.0,2810,6877.101413
550.0,3746,6900.517209
685.0,3896,6923.793417
