#{"t_start": 1642060556.343269, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
470.0,3512,2918.935377
570.0,3986,2939.93817
665.0,3818,2952.708646
225.0,2130,2966.278292
460.0,3124,2987.604451
780.0,3892,3000.795556
635.0,4338,3023.410421
380.0,2898,3043.16861
315.0,2694,3052.496063
350.0,2676,3070.680196
265.0,2314,3078.831474
725.0,3907,3098.524111
625.0,3938,3122.32403
465.0,3492,3133.841645
510.0,3712,3154.622266
540.0,3132,3175.258604
285.0,2556,3184.878043
285.0,2370,3201.768322
250.0,2000,3209.000949
305.0,2548,3224.053151
260.0,2108,3231.45295
490.0,3664,3254.554726
600.0,4072,3277.093498
485.0,3560,3289.362254
715.0,3674,3310.248905
535.0,3916,3331.981962
415.0,2800,3342.268647
380.0,3322,3361.427237
180.0,2174,3369.085106
470.0,2922,3387.978886
405.0,3118,3410.43637
575.0,3982,3425.200474
440.0,3712,3446.668504
300.0,2728,3464.539767
320.0,2574,3474.008416
410.0,4034,3497.331799
95.0,1506,3502.734997
470.0,3330,3522.057874
310.0,2614,3531.307024
345.0,3146,3550.448744
560.0,3974,3573.67852
330.0,2624,3582.888956
450.0,2730,3599.789805
280.0,2262,3607.590047
460.0,2924,3625.631463
420.0,3210,3646.150729
690.0,5526,3672.941506
320.0,2706,3682.18138
390.0,2830,3701.548436
455.0,4018,3724.316952
805.0,4316,3740.269014
255.0,2054,3755.08852
515.0,3654,3779.440682
280.0,2644,3788.951146
360.0,3122,3810.830972
540.0,3797,3824.507969
605.0,5008,3851.173596
225.0,2146,3865.568101
490.0,3974,3887.254078
265.0,3244,3899.022861
115.0,1556,3912.170541
225.0,2192,3919.763656
520.0,3564,3942.840911
290.0,2648,3952.389117
495.0,3680,3976.6752
220.0,2090,3984.427173
300.0,2574,4003.652416
195.0,2106,4011.778493
240.0,2234,4030.773129
550.0,3196,4042.355448
210.0,2050,4059.653672
485.0,3172,4071.213732
325.0,2568,4090.302569
405.0,3586,4111.516317
360.0,2826,4122.094019
50.0,1148,4126.073122
395.0,3098,4147.00888
270.0,2676,4156.7993
555.0,3977,4182.286175
775.0,3172,4205.278368
515.0,3266,4228.131842
440.0,2300,4236.088375
495.0,3126,4256.526865
505.0,3130,4267.889741
475.0,4044,4292.088141
255.0,2552,4311.585708
750.0,3906,4327.592212
520.0,3956,4349.928676
550.0,3774,4374.633895
250.0,2628,4383.813231
440.0,3278,4404.969567
645.0,4182,4426.484782
665.0,3410,4438.925384
545.0,5107,4474.797523
660.0,3402,4487.174191
335.0,2428,4506.087656
445.0,3636,4519.426781
570.0,3990,4542.732307
435.0,2914,4559.204268
385.0,2916,4569.965705
255.0,2546,4588.425598
370.0,2856,4598.900761
730.0,3158,4619.028184
690.0,4438,4643.881055
305.0,2720,4654.26886
490.0,3126,4673.006807
540.0,3222,4694.070985
655.0,3664,4706.696911
390.0,2842,4723.135043
400.0,2496,4731.370464
285.0,2450,4745.029436
320.0,2559,4754.28787
630.0,2764,4772.614396
300.0,2488,4782.64659
300.0,2546,4802.687798
545.0,3446,4822.765371
240.0,2402,4830.931236
205.0,1924,4837.974646
525.0,2878,4855.319795
730.0,3440,4876.838627
545.0,3341,4888.964066
545.0,3663,4911.854365
540.0,4264,4936.573983
385.0,2964,4954.945637
305.0,2392,4963.087691
390.0,2988,4982.558765
460.0,3702,4997.051439
715.0,3060,5018.278048
375.0,2886,5028.334985
440.0,3250,5049.320131
435.0,3048,5071.142567
470.0,3176,5082.193186
120.0,1568,5096.765634
465.0,3366,5108.20853
295.0,2076,5124.213329
430.0,2548,5134.306251
610.0,2860,5153.311731
570.0,4560,5179.514213
390.0,2634,5188.797467
155.0,1564,5204.42377
410.0,2498,5213.433317
620.0,3170,5234.325037
640.0,3322,5246.454619
465.0,3168,5266.498695
520.0,3710,5289.538654
305.0,2890,5300.39494
495.0,4432,5326.614497
605.0,3718,5349.686677
695.0,3246,5361.434414
275.0,2236,5377.516713
415.0,3373,5400.480836
665.0,3338,5412.64393
780.0,3534,5434.485278
515.0,3629,5460.480251
440.0,3600,5472.935999
415.0,2832,5495.026034
740.0,4062,5516.927661
310.0,2436,5525.98932
750.0,3563,5546.493968
645.0,3330,5568.5611
515.0,3714,5581.711218
460.0,2784,5600.997379
465.0,4064,5625.229057
550.0,4002,5639.700891
320.0,2828,5657.849466
650.0,3220,5680.068769
220.0,2218,5687.709574
460.0,2526,5705.926766
500.0,3888,5719.724291
465.0,2662,5740.311934
405.0,3394,5761.849753
320.0,2522,5770.9662
170.0,1588,5776.38663
770.0,3454,5798.128057
400.0,2750,5814.923425
545.0,3313,5826.376783
800.0,3420,5849.862662
220.0,1952,5856.204927
495.0,4138,5879.178355
270.0,2240,5896.47421
555.0,3494,5908.680974
655.0,3140,5926.161413
640.0,3310,5938.123467
575.0,4397,5960.274025
525.0,3944,5981.700265
495.0,3272,5999.110981
190.0,2014,6006.112308
555.0,4599,6032.124684
515.0,2994,6053.360832
135.0,2266,6061.361806
575.0,3984,6085.802051
290.0,2258,6093.744095
490.0,3612,6117.541393
490.0,2934,6136.590505
390.0,2820,6146.127235
270.0,2342,6163.084555
570.0,4215,6189.157543
390.0,3122,6200.220295
870.0,3260,6222.539949
170.0,1566,6229.033921
975.0,6226,6260.850955
345.0,2804,6279.84936
1295.0,6546,6312.025898
575.0,3866,6332.454858
545.0,3922,6357.286078
585.0,3584,6369.890489
395.0,3588,6393.84478
545.0,2628,6415.289565
520.0,3592,6429.262366
315.0,2592,6450.613829
585.0,3584,6473.244152
720.0,3490,6486.389997
520.0,3112,6506.266028
695.0,3610,6527.942034
470.0,3832,6541.639639
600.0,3826,6565.082999
545.0,3378,6586.759258
690.0,3660,6599.800285
515.0,3524,6622.948863
1315.0,8346,6670.561397
385.0,2752,6680.087517
715.0,3636,6702.505759
545.0,3598,6722.462376
855.0,3766,6745.695086
570.0,4377,6761.201506
380.0,2558,6777.707848
695.0,2838,6787.401583
495.0,2968,6809.297584
395.0,3328,6831.177721
490.0,2422,6841.727722
775.0,4132,6867.371797
530.0,3846,6891.583002
575.0,4336,6916.98498
585.0,3130,6927.281232
