#{"t_start": 1642060554.843356, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
730.0,5608,2818.63201
250.0,2076,2826.058466
270.0,2182,2842.552057
195.0,2000,2849.37439
500.0,3370,2868.417631
540.0,4174,2891.072064
365.0,3068,2901.990489
400.0,3382,2920.248436
290.0,2332,2928.471262
310.0,2348,2943.31001
355.0,2908,2953.328203
685.0,4718,2976.552975
210.0,1966,2992.7778
555.0,4206,3015.182422
275.0,2454,3023.201545
190.0,2046,3030.370287
380.0,2770,3049.770077
625.0,3406,3070.541729
305.0,2578,3079.250644
405.0,2652,3094.788923
555.0,3434,3108.157272
400.0,3118,3127.718047
405.0,3416,3147.08294
545.0,2840,3156.722401
375.0,2936,3176.886152
350.0,2746,3186.936734
615.0,2960,3206.444611
195.0,2120,3213.753139
600.0,4364,3235.024201
485.0,3350,3257.442163
550.0,4152,3280.192873
470.0,3786,3292.883296
370.0,2664,3310.223903
470.0,3028,3329.298487
270.0,3420,3340.991152
275.0,2294,3356.936995
320.0,2646,3366.396494
255.0,2724,3383.154778
215.0,2542,3393.473753
425.0,3134,3415.941168
395.0,2832,3425.988654
580.0,3148,3446.147247
385.0,2880,3464.384284
380.0,2787,3473.948938
545.0,4008,3497.628164
190.0,2014,3504.875923
290.0,2500,3521.49966
515.0,3358,3533.160349
445.0,3500,3553.761644
460.0,3642,3575.556718
545.0,3274,3594.537256
245.0,2614,3603.635062
200.0,2296,3619.230058
295.0,2720,3629.165629
205.0,2110,3636.596087
355.0,3012,3657.260153
545.0,2772,3672.971863
465.0,3098,3683.816383
520.0,3196,3704.713758
335.0,2710,3714.725382
440.0,4164,3738.067674
375.0,3266,3757.078693
175.0,2024,3764.152761
600.0,4480,3791.356627
505.0,3604,3814.909886
335.0,2664,3824.002626
610.0,4484,3849.517537
335.0,2724,3865.950724
675.0,3528,3878.536039
520.0,3840,3900.350084
275.0,2222,3915.653625
515.0,3736,3930.171802
205.0,2032,3946.480157
290.0,2626,3956.094001
385.0,3012,3978.00913
465.0,3772,4000.710637
250.0,2446,4011.245035
415.0,2362,4030.641115
410.0,1920,4037.413338
570.0,2631,4055.960933
655.0,3180,4068.560908
100.0,1538,4074.202058
200.0,2190,4091.751037
950.0,2925,4102.35457
450.0,3262,4122.491383
680.0,3952,4146.714169
265.0,2402,4155.275277
400.0,2480,4175.294041
525.0,3984,4200.575409
745.0,3548,4214.482675
545.0,3954,4239.336824
435.0,3428,4261.100456
700.0,3380,4274.844183
410.0,3440,4295.258863
605.0,5054,4323.851069
575.0,3906,4347.944545
460.0,3290,4370.738178
480.0,4296,4385.915289
420.0,3300,4407.170762
575.0,3602,4426.689683
425.0,2846,4437.064732
395.0,2762,4457.742836
255.0,2232,4465.451817
490.0,2704,4482.69942
525.0,2976,4492.786769
355.0,2542,4512.161399
465.0,3110,4532.816076
420.0,2984,4543.712029
360.0,2413,4558.405425
315.0,2696,4567.960255
215.0,2128,4585.51692
430.0,2836,4595.337781
565.0,3164,4615.477419
460.0,3682,4629.146572
650.0,3398,4650.589057
555.0,3760,4671.609147
470.0,3720,4695.071341
545.0,3336,4706.312428
700.0,5294,4731.059536
555.0,2706,4745.28005
355.0,2392,4754.17566
455.0,3162,4774.051889
475.0,2598,4784.393162
415.0,4496,4811.662216
495.0,3774,4832.469418
660.0,3574,4852.762957
405.0,2824,4863.108164
525.0,3284,4883.922217
520.0,4110,4907.917869
380.0,2982,4919.13399
515.0,3184,4939.736037
410.0,3174,4958.611235
280.0,2208,4966.268202
490.0,2776,4984.637546
500.0,3864,5000.190782
370.0,3034,5021.232476
240.0,1742,5027.394253
675.0,5268,5056.002429
355.0,2706,5075.390836
715.0,3696,5097.431312
465.0,3052,5108.105866
615.0,3328,5129.941246
285.0,2318,5137.886689
755.0,3494,5159.519728
515.0,3612,5182.271895
235.0,2490,5191.213607
280.0,2772,5211.070015
465.0,3402,5223.352445
445.0,3510,5245.178827
495.0,3284,5266.083103
340.0,2740,5275.506433
595.0,2722,5294.9632
400.0,1962,5302.956349
495.0,3904,5326.660515
890.0,6200,5359.057967
510.0,3218,5378.153146
495.0,3448,5401.789254
700.0,3580,5414.541431
355.0,2644,5433.517177
465.0,3358,5447.044133
515.0,3534,5470.609747
420.0,3428,5494.690935
455.0,4304,5517.111075
175.0,1984,5524.547177
405.0,3124,5543.797975
455.0,3426,5556.173313
445.0,3624,5579.123835
395.0,3100,5599.860525
425.0,3650,5612.947855
190.0,1856,5628.58449
310.0,2518,5637.617286
455.0,3154,5657.170383
475.0,2548,5666.27021
340.0,2972,5687.317139
310.0,2802,5705.956615
485.0,3050,5717.083357
555.0,4202,5743.324545
570.0,3814,5765.900516
600.0,3820,5779.811373
575.0,3774,5802.945864
525.0,3008,5820.548327
370.0,2474,5829.236622
520.0,3556,5853.174035
545.0,3682,5874.414554
445.0,3682,5887.248564
1120.0,5422,5922.148199
600.0,3946,5936.08942
525.0,3286,5954.736788
195.0,1828,5961.07623
570.0,4112,5982.961851
480.0,3172,6000.129669
600.0,4172,6024.06645
185.0,1644,6030.166483
380.0,2754,6039.561031
680.0,2914,6060.519124
575.0,4664,6087.596564
110.0,1904,6094.546972
600.0,4334,6120.733173
580.0,3274,6140.618205
420.0,2858,6150.875271
445.0,2996,6169.436222
545.0,3844,6194.944988
510.0,3604,6208.704309
545.0,3732,6232.600431
500.0,3846,6255.713041
355.0,2700,6265.601301
310.0,2810,6284.737159
870.0,4230,6308.278747
430.0,3238,6326.740292
395.0,2806,6336.876457
410.0,2726,6356.999559
605.0,3998,6371.119038
770.0,3438,6394.105635
530.0,3522,6418.789537
905.0,5154,6450.557903
145.0,1922,6457.64341
500.0,3726,6480.463413
430.0,3334,6501.213409
600.0,3760,6515.49705
715.0,3678,6537.267499
350.0,2740,6556.862795
200.0,1954,6564.052636
400.0,2666,6573.274642
285.0,2480,6591.872061
670.0,3426,6613.606686
575.0,3651,6626.979038
315.0,2776,6645.761236
570.0,3844,6668.627391
395.0,3054,6679.339031
725.0,3782,6702.247548
495.0,3912,6723.495771
515.0,3876,6747.007842
545.0,3102,6757.729248
600.0,4078,6779.658779
500.0,4188,6805.680929
605.0,3894,6829.931489
540.0,2785,6841.507431
520.0,3888,6866.614372
460.0,2906,6877.133041
365.0,3074,6897.948853
600.0,3826,6921.669708
395.0,2206,6928.648884
