#{"t_start": 1642060554.5423844, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
140.0,1522,3208.854354
300.0,2480,3223.821175
505.0,3348,3235.254705
530.0,3836,3259.50707
465.0,3096,3278.053871
280.0,2548,3286.745784
295.0,2806,3304.873175
515.0,3630,3317.519334
245.0,2206,3333.36572
255.0,2614,3342.597834
215.0,2060,3357.468767
675.0,4104,3379.409729
445.0,3356,3392.496137
325.0,2656,3413.051401
705.0,3794,3427.343489
315.0,2862,3445.551731
790.0,3148,3464.991883
400.0,3634,3478.157709
490.0,3904,3501.226679
225.0,2458,3517.839571
210.0,2148,3525.37981
415.0,3194,3544.105568
105.0,1528,3550.013889
435.0,2862,3568.303814
465.0,3654,3581.734734
440.0,3508,3601.717176
305.0,2736,3611.10016
355.0,3608,3631.675839
350.0,2960,3651.771995
290.0,2540,3661.281227
445.0,3036,3678.163825
275.0,2366,3686.01831
180.0,2366,3704.398826
570.0,4164,3727.517859
575.0,3576,3740.524992
550.0,2966,3758.104217
265.0,2372,3766.799458
500.0,3372,3789.943811
280.0,2540,3809.899755
190.0,1826,3816.318078
690.0,5094,3843.79547
55.0,1056,3847.508144
500.0,4106,3869.013529
275.0,2308,3876.843466
220.0,2240,3892.499282
260.0,2210,3900.578849
620.0,3006,3918.42517
425.0,2992,3930.415911
360.0,2788,3949.180372
465.0,2806,3969.158679
495.0,3622,3984.064361
380.0,2998,4005.043361
85.0,1662,4011.488428
280.0,2454,4031.170875
350.0,2615,4040.293446
505.0,3516,4063.390154
480.0,3932,4087.591798
395.0,3004,4098.657501
315.0,2724,4116.644158
180.0,1564,4122.269224
175.0,2006,4129.681393
600.0,3436,4151.473554
245.0,2108,4169.868905
430.0,2426,4179.054618
325.0,2841,4199.670211
605.0,4710,4229.316091
540.0,3672,4242.362546
65.0,1138,4247.680602
490.0,3512,4268.544378
420.0,3302,4289.683079
690.0,4124,4314.845949
370.0,2878,4324.712749
475.0,3822,4349.140185
485.0,2734,4359.104167
395.0,2786,4379.184653
310.0,2662,4397.947562
465.0,3090,4409.267374
305.0,2890,4426.42906
335.0,2336,4434.477538
490.0,4262,4461.03377
450.0,3146,4479.405343
560.0,2478,4487.700913
490.0,3912,4512.123353
705.0,4098,4536.392997
575.0,3744,4549.618027
435.0,3774,4568.938525
365.0,2834,4589.411238
505.0,2670,4598.879951
590.0,2739,4617.338933
335.0,3040,4628.136906
365.0,3234,4649.231796
605.0,4352,4672.82839
545.0,3416,4694.487456
420.0,3006,4704.879812
390.0,2770,4720.862956
555.0,3236,4732.307277
275.0,2486,4745.472924
685.0,2682,4755.602647
495.0,4208,4780.238344
525.0,3266,4802.816235
520.0,3750,4823.62549
325.0,3200,4834.854802
475.0,3020,4853.170759
545.0,3473,4874.737926
500.0,3908,4888.799557
265.0,2394,4906.666707
550.0,3514,4919.862984
515.0,3916,4943.099792
460.0,3048,4961.42766
430.0,2890,4972.011858
315.0,2532,4991.238746
715.0,4077,5016.058329
235.0,2004,5022.617643
525.0,3169,5043.703779
460.0,3746,5057.804983
570.0,3679,5080.631477
435.0,3981,5103.968402
490.0,3378,5124.078168
320.0,2478,5134.10937
350.0,2462,5152.120142
510.0,2652,5161.342054
480.0,3834,5184.676824
500.0,3728,5207.980274
580.0,2954,5219.169437
385.0,2550,5237.500003
210.0,2144,5244.977719
690.0,4056,5268.269505
375.0,2634,5277.45628
685.0,3116,5299.393226
695.0,3356,5320.103606
400.0,2860,5331.661504
665.0,3970,5355.397812
380.0,2900,5373.926989
545.0,3592,5386.790127
200.0,1768,5403.993795
380.0,3304,5416.056878
545.0,3564,5438.149573
655.0,4804,5468.291299
230.0,2926,5490.053831
515.0,3862,5504.04531
340.0,2658,5520.759544
455.0,3672,5541.102329
515.0,3414,5554.628985
420.0,2422,5572.823143
255.0,2056,5580.101221
940.0,5868,5611.304526
745.0,3687,5633.847849
395.0,3324,5653.519632
495.0,3052,5664.722223
425.0,2952,5685.693945
360.0,2916,5695.630424
335.0,2472,5713.790344
125.0,1630,5719.602518
470.0,3702,5743.941659
460.0,3158,5764.283762
435.0,3126,5775.426206
465.0,3582,5798.008343
530.0,3598,5817.410357
575.0,4246,5832.266703
350.0,3222,5855.381158
300.0,2216,5871.365826
460.0,3956,5884.762721
675.0,3000,5904.607702
425.0,3222,5922.703519
390.0,3758,5936.21625
195.0,1904,5949.418065
460.0,3282,5961.416485
320.0,2026,5975.899495
515.0,3208,5986.925555
770.0,4148,6007.627434
555.0,4398,6032.627338
525.0,3526,6055.624091
555.0,3733,6068.753737
605.0,3920,6093.43452
415.0,2972,6115.211934
535.0,3796,6136.955114
90.0,1194,6140.840701
490.0,3284,6152.712415
390.0,2802,6170.846385
455.0,2456,6179.36618
555.0,3188,6202.068745
620.0,3360,6224.63125
480.0,2656,6235.103088
475.0,3454,6257.150554
545.0,3484,6278.891413
530.0,3726,6292.899774
330.0,2394,6308.886636
130.0,1544,6314.20933
1000.0,6052,6343.850487
570.0,3514,6366.040707
490.0,3350,6388.887825
470.0,3406,6403.358823
635.0,3102,6425.461972
305.0,2618,6446.950181
510.0,3476,6459.554976
425.0,3754,6482.460146
545.0,3758,6504.97713
490.0,3526,6518.047077
490.0,4192,6541.519149
370.0,3298,6563.265744
500.0,3042,6574.076566
1025.0,7036,6619.628608
545.0,3666,6641.063947
800.0,4098,6655.372021
510.0,3100,6675.846198
610.0,3110,6696.536135
520.0,3370,6708.002027
355.0,2412,6723.954161
900.0,4580,6750.344631
515.0,3908,6763.518067
545.0,2790,6781.156377
420.0,2870,6802.265471
545.0,2872,6814.24438
275.0,2156,6830.350173
430.0,3108,6843.218515
550.0,3622,6867.110174
500.0,3798,6891.275136
685.0,2998,6901.370444
335.0,2012,6918.616904
540.0,3460,6929.731896
