#{"t_start": 1642060555.744498, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
290.0,3092,1103.30485
490.0,3076,1114.583604
245.0,2598,1132.421382
160.0,1788,1138.648866
75.0,1630,1150.751856
295.0,2698,1160.129922
255.0,2488,1178.307728
195.0,2098,1186.004118
205.0,2208,1200.48807
480.0,3760,1214.505237
210.0,2448,1232.007664
385.0,3370,1244.734274
480.0,3456,1266.887102
305.0,2742,1285.503403
295.0,2658,1294.858314
335.0,3096,1316.244084
55.0,1488,1321.026591
125.0,1886,1327.972679
345.0,3272,1350.451272
205.0,2446,1368.127021
245.0,2316,1376.073294
345.0,2790,1393.518816
40.0,1550,1399.048518
370.0,3544,1420.464856
360.0,3242,1431.805113
140.0,2278,1447.271336
125.0,1468,1452.560347
445.0,3640,1470.287661
555.0,4744,1494.729679
370.0,3180,1506.005108
340.0,2722,1524.687042
425.0,2828,1534.419586
125.0,1524,1547.894895
345.0,2916,1558.289712
140.0,2124,1569.509979
290.0,2564,1578.774852
435.0,2936,1596.499279
200.0,1946,1603.875146
510.0,3422,1629.16038
425.0,3884,1648.937116
285.0,2236,1656.709848
300.0,2541,1666.22774
310.0,2656,1683.385787
280.0,2870,1701.225404
80.0,1086,1705.03624
205.0,2000,1712.316369
305.0,2104,1729.017742
325.0,2732,1738.91197
310.0,2724,1757.15358
125.0,1840,1764.402044
185.0,2082,1771.819852
275.0,2862,1792.862868
255.0,2134,1800.468882
590.0,2762,1818.03026
305.0,2518,1826.949898
265.0,3272,1850.301505
100.0,1462,1855.138141
185.0,1932,1870.417696
205.0,2188,1878.918847
530.0,4000,1899.603804
295.0,2388,1910.069908
230.0,2206,1922.906653
310.0,2396,1931.270781
770.0,5284,1958.414216
295.0,2142,1976.660747
445.0,2762,1986.470843
405.0,3126,2001.178231
190.0,2264,2009.74068
370.0,2857,2026.51276
480.0,4392,2052.768766
385.0,2700,2062.360083
380.0,2724,2081.115098
340.0,2620,2090.306958
360.0,3608,2112.018903
425.0,3332,2132.230089
340.0,3176,2143.631804
110.0,1456,2158.741206
110.0,1538,2164.129048
290.0,2404,2172.322078
310.0,2766,2193.258204
630.0,4698,2219.391306
320.0,2630,2229.147566
180.0,2166,2244.087607
405.0,3676,2266.58585
305.0,2008,2274.205879
500.0,3390,2295.812547
425.0,3528,2309.485826
70.0,1024,2322.537898
315.0,2872,2334.232287
240.0,2124,2341.795848
435.0,3074,2364.834826
190.0,1554,2370.437382
295.0,2000,2385.331893
660.0,3160,2396.811838
115.0,1480,2410.009842
495.0,4404,2435.685748
755.0,4133,2450.526677
250.0,2338,2467.214103
275.0,2136,2474.811374
470.0,3520,2498.457623
300.0,3078,2517.783241
220.0,2000,2525.142236
405.0,3040,2544.163504
220.0,2166,2551.808113
575.0,4342,2573.483899
380.0,3256,2588.233197
550.0,4082,2610.778781
415.0,3150,2630.390766
520.0,3542,2651.073472
315.0,2512,2659.927785
315.0,2593,2676.686296
550.0,4412,2692.601005
350.0,3162,2713.877736
425.0,2984,2732.079704
440.0,3346,2744.212767
470.0,3856,2768.558993
455.0,3712,2790.161591
370.0,2800,2799.739134
620.0,2840,2817.70272
560.0,2788,2837.217443
825.0,3788,2849.883064
305.0,2470,2865.689111
275.0,2640,2875.417009
395.0,3170,2893.694548
495.0,3436,2912.590642
440.0,3148,2923.742909
275.0,2222,2938.531041
240.0,2354,2946.057279
245.0,2294,2960.769363
540.0,4080,2975.329453
650.0,3656,2997.330197
215.0,2066,3004.296228
190.0,2192,3019.532089
310.0,3038,3030.302299
415.0,3236,3050.83276
600.0,3738,3072.827777
365.0,2958,3083.202908
300.0,2542,3098.458818
420.0,3476,3119.986729
440.0,3652,3132.555514
400.0,2924,3150.272459
315.0,2554,3159.210689
380.0,2682,3178.068054
330.0,2730,3188.223337
195.0,2344,3205.647875
555.0,4078,3226.226422
575.0,3822,3250.002899
245.0,2450,3258.562831
380.0,2478,3266.738683
505.0,3498,3287.031024
515.0,3890,3308.923498
330.0,2734,3318.44372
520.0,3784,3339.917499
400.0,3350,3359.727597
325.0,2902,3369.842182
385.0,3058,3389.146014
285.0,2934,3411.104057
395.0,3082,3422.461703
290.0,2492,3439.652938
410.0,2666,3449.088537
345.0,2924,3467.510413
330.0,2894,3478.243434
690.0,3798,3500.505708
425.0,2762,3518.443283
260.0,2862,3528.301021
310.0,2608,3545.462688
300.0,2446,3554.406735
545.0,3452,3575.154103
215.0,2656,3584.999604
670.0,3636,3605.258635
295.0,2556,3620.968714
380.0,3164,3633.191828
365.0,3156,3654.207644
405.0,3212,3671.597782
570.0,3940,3685.0266
430.0,3162,3706.535553
425.0,2932,3724.762627
470.0,3756,3738.26889
475.0,2558,3754.894337
540.0,2516,3763.763369
460.0,2626,3784.490028
370.0,2670,3795.269053
640.0,3224,3816.543052
440.0,3756,3839.115993
185.0,1872,3845.354704
390.0,2792,3862.483871
250.0,2006,3868.906457
260.0,2438,3877.658547
160.0,2076,3892.944312
515.0,4304,3915.580958
575.0,4312,3940.883401
500.0,3652,3954.995713
530.0,2858,3976.015818
200.0,1898,3983.18043
395.0,2456,4001.365236
415.0,3696,4016.326896
490.0,3376,4038.942662
290.0,2302,4056.715624
440.0,3154,4069.276816
320.0,4028,4093.81947
570.0,3204,4113.515934
325.0,2536,4122.750957
355.0,2598,4141.692872
435.0,3726,4155.475363
435.0,3020,4177.406476
60.0,1012,4181.045044
360.0,2820,4202.548068
340.0,2764,4212.485259
155.0,2220,4231.901345
275.0,2188,4239.545756
480.0,2200,4256.53131
555.0,3550,4271.232215
490.0,3588,4292.015474
300.0,2422,4300.259928
430.0,3246,4322.608703
335.0,2430,4341.182931
445.0,3098,4352.389564
755.0,5700,4383.443187
175.0,2576,4402.1269
185.0,2120,4409.768984
300.0,3086,4427.426056
390.0,3580,4450.950892
565.0,2902,4461.79732
600.0,4340,4484.218283
490.0,4438,4510.536074
465.0,3778,4533.421208
555.0,3494,4546.101799
175.0,1996,4559.25552
540.0,3556,4571.617198
750.0,3859,4595.56537
345.0,3452,4616.492854
385.0,3084,4627.39174
650.0,3960,4651.416397
665.0,4406,4675.066302
550.0,3530,4696.950379
560.0,3054,4707.545872
575.0,4326,4729.287193
425.0,3146,4745.18286
490.0,3932,4767.703455
215.0,2396,4777.360361
715.0,4101,4803.16632
485.0,3520,4823.395106
490.0,3326,4834.984089
560.0,2946,4853.117877
690.0,3862,4875.64478
770.0,3464,4888.652674
775.0,3476,4909.713849
440.0,3078,4930.591864
385.0,2764,4940.921995
490.0,3992,4962.186279
600.0,3958,4985.235745
320.0,2612,4995.939304
490.0,3792,5019.480114
385.0,2868,5039.229306
710.0,2824,5048.841428
490.0,2896,5070.28902
520.0,3801,5083.456753
460.0,3444,5104.877733
700.0,3752,5127.677705
700.0,3718,5149.946188
545.0,3126,5160.976605
470.0,4042,5185.387207
600.0,4030,5210.130198
405.0,2554,5219.798413
165.0,2004,5236.149153
465.0,3006,5246.322289
695.0,4354,5270.932825
495.0,3154,5292.060616
585.0,2772,5302.636163
245.0,2266,5320.062841
945.0,4003,5344.799363
490.0,4002,5359.66423
275.0,2480,5376.340456
390.0,2834,5386.146684
275.0,2466,5406.255012
125.0,1524,5411.595433
690.0,4160,5436.236685
295.0,2418,5446.12469
270.0,2194,5465.209446
380.0,2860,5475.05818
395.0,2534,5495.809454
460.0,3366,5515.318424
155.0,2408,5523.778939
385.0,3190,5543.230344
480.0,3640,5556.12025
720.0,3482,5578.736165
680.0,3310,5599.9684
465.0,3620,5613.030338
440.0,3398,5634.859415
340.0,2756,5652.629385
570.0,4120,5677.911709
745.0,3924,5692.054436
655.0,4154,5716.062329
445.0,3218,5738.777829
330.0,2492,5747.679601
280.0,2580,5766.050682
520.0,3822,5789.430561
960.0,3870,5803.094862
200.0,2524,5818.373184
335.0,2840,5828.708544
335.0,2794,5849.431985
355.0,2648,5858.782413
200.0,2816,5877.348794
600.0,4570,5902.667706
610.0,3368,5921.123143
450.0,3292,5932.395207
505.0,2930,5949.688447
575.0,4952,5974.873931
665.0,4076,5995.486653
385.0,2850,6005.064972
345.0,2910,6024.810001
300.0,2658,6034.367769
575.0,3688,6057.787901
575.0,3640,6081.08069
460.0,3120,6092.337024
560.0,3016,6114.215401
545.0,4389,6137.871256
785.0,5190,6164.59423
275.0,2514,6173.460747
980.0,7920,6223.851986
600.0,4640,6251.135704
560.0,2434,6259.851426
500.0,3326,6280.696792
555.0,3652,6302.935125
390.0,3068,6313.19647
740.0,3648,6333.072965
630.0,4110,6358.361332
600.0,4588,6385.827887
770.0,3254,6399.881226
570.0,4001,6424.831047
1375.0,7686,6474.296291
155.0,1560,6479.792574
780.0,3623,6501.875957
480.0,3376,6514.494988
400.0,2654,6532.522133
545.0,3321,6544.354531
945.0,3824,6567.755823
315.0,2362,6585.814276
465.0,3572,6598.589757
915.0,5828,6638.170881
980.0,5240,6665.682236
585.0,3198,6677.94344
475.0,3536,6699.668633
745.0,3487,6719.418813
300.0,2298,6727.851939
265.0,2428,6746.009319
655.0,3127,6756.771196
580.0,4008,6778.541578
610.0,3668,6802.746891
600.0,3630,6817.401144
550.0,3795,6840.961782
935.0,4504,6868.126422
525.0,3793,6892.22857
570.0,4380,6917.727899
