#{"t_start": 1641322052.056341, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
370.0,2754,2758.598867
365.0,3078,2761.407923
480.0,2924,2764.020052
270.0,2875,2766.936285
325.0,2434,2769.338152
605.0,6624,2775.241934
310.0,2712,2777.738797
360.0,2861,2787.544398
360.0,3249,2791.043706
665.0,4002,2795.045541
380.0,2806,2797.601439
475.0,2818,2800.436332
270.0,2733,2802.943376
640.0,4210,2806.934106
450.0,3416,2810.050326
1000.0,7072,2816.426837
365.0,3385,2819.537695
365.0,3981,2823.61156
400.0,3162,2837.125246
510.0,4018,2841.004087
240.0,2534,2843.502219
875.0,4960,2848.517065
575.0,4044,2852.327832
515.0,4196,2855.997729
290.0,2686,2858.495299
500.0,2696,2860.881851
290.0,3258,2863.819028
295.0,3362,2867.087641
305.0,2456,2869.364043
455.0,4630,2874.213877
430.0,3728,2889.09761
360.0,2940,2891.812068
365.0,2905,2894.446769
610.0,5546,2899.899695
585.0,3546,2903.210811
520.0,4138,2907.13935
490.0,3437,2910.483981
355.0,3483,2913.802249
445.0,3032,2916.5782
670.0,5000,2921.308498
600.0,4310,2935.987741
560.0,2902,2938.683003
270.0,2456,2941.309271
535.0,2674,2943.780019
465.0,3110,2946.829822
305.0,3049,2949.809742
755.0,3643,2953.218113
530.0,2586,2956.349395
520.0,2658,2958.727409
345.0,2456,2960.894259
360.0,2849,2963.43108
375.0,2902,2966.181185
395.0,3708,2969.790279
290.0,2931,2972.421125
570.0,3017,2986.344134
315.0,2868,2988.96525
400.0,2930,2991.551625
800.0,4458,2995.51708
570.0,4053,2999.602533
260.0,2106,3001.525009
465.0,4814,3005.912635
450.0,3404,3009.263008
380.0,3772,3012.884364
320.0,2882,3016.042522
345.0,4146,3020.073271
355.0,3652,3033.079064
205.0,2752,3035.891345
775.0,5521,3042.096818
865.0,5518,3047.469061
440.0,3058,3050.457916
555.0,4140,3054.600875
555.0,4091,3058.515164
565.0,4605,3063.023794
725.0,4896,3067.792444
320.0,2783,3070.446211
